respondent_id,interview_examination,gender,age_years,age_months_sc_0_2yr,race,six_month_period,age_months_ex_0_19yr,served_active_duty_us,served_active_duty_foreign,born_usa,citizen_usa,time_in_us,education_youth,education,marital_status,pregnant,language_english,household_income
79928,both interview and exam,female,67,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,3,married,NA,TRUE,100000
79929,both interview and exam,female,60,NA,mexican american,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,divorced,NA,TRUE,17500
79930,both interview and exam,female,13,NA,black,2,168,NA,NA,TRUE,TRUE,NA,7,NA,NA,NA,TRUE,NA
79931,both interview and exam,female,2,NA,white,2,26,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,22500
79932,both interview and exam,male,22,NA,mexican american,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,2,living_with_partner,NA,TRUE,50000
79933,both interview and exam,female,72,NA,mexican american,1,NA,FALSE,NA,FALSE,TRUE,45,NA,2,married,NA,FALSE,NA
79934,both interview and exam,female,44,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,5,never_married,no,TRUE,30000
79935,both interview and exam,male,4,NA,black,1,49,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,30000
79936,both interview and exam,male,55,NA,white,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,3,separated,NA,TRUE,40000
79937,interview only,female,80,NA,white,NA,NA,FALSE,NA,TRUE,TRUE,NA,NA,2,widowed,NA,TRUE,17500
79938,both interview and exam,male,31,NA,black,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,5,never_married,NA,TRUE,60000
79939,both interview and exam,female,47,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,5,married,NA,TRUE,100000
79940,both interview and exam,female,26,NA,other hispanic,2,NA,FALSE,NA,FALSE,FALSE,7.5,NA,1,married,yes,FALSE,17500
79941,interview only,female,14,NA,white,NA,NA,NA,NA,TRUE,TRUE,NA,7,NA,NA,NA,TRUE,30000
79942,both interview and exam,male,54,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,2,married,NA,TRUE,22500
79943,both interview and exam,female,17,NA,asian,1,216,FALSE,NA,TRUE,TRUE,NA,13,NA,NA,NA,TRUE,NA
79944,both interview and exam,female,58,NA,black,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,married,NA,TRUE,12500
79945,both interview and exam,female,0,7,black,1,8,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,12500
79946,both interview and exam,female,43,NA,other hispanic,1,NA,FALSE,NA,FALSE,TRUE,17.5,NA,5,married,no,TRUE,100000
79947,both interview and exam,female,2,NA,mexican american,2,36,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,100000
79948,both interview and exam,female,6,NA,other hispanic,1,84,NA,NA,TRUE,TRUE,NA,0,NA,NA,NA,TRUE,100000
79949,both interview and exam,male,72,NA,asian,1,NA,FALSE,NA,FALSE,TRUE,25,NA,5,married,NA,TRUE,87500
79950,both interview and exam,female,37,NA,other hispanic,1,NA,FALSE,NA,FALSE,FALSE,3,NA,3,married,no,FALSE,70000
79951,both interview and exam,female,72,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,2,married,NA,TRUE,40000
79952,both interview and exam,male,55,NA,mexican american,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,1,married,NA,TRUE,22500
79953,both interview and exam,male,19,NA,black,2,229,FALSE,NA,TRUE,TRUE,NA,14,NA,NA,NA,TRUE,22500
79954,both interview and exam,male,80,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,2,widowed,NA,TRUE,70000
79955,both interview and exam,male,37,NA,asian,2,NA,FALSE,NA,FALSE,FALSE,7.5,NA,5,married,NA,TRUE,100000
79956,interview only,male,49,NA,white,NA,NA,FALSE,NA,TRUE,TRUE,NA,NA,3,never_married,NA,TRUE,2500
79957,both interview and exam,female,52,NA,white,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,5,divorced,NA,TRUE,60000
79958,both interview and exam,female,70,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,5,married,NA,TRUE,100000
79959,both interview and exam,female,19,NA,black,1,235,FALSE,NA,TRUE,TRUE,NA,10,NA,NA,NA,TRUE,12500
79960,both interview and exam,female,26,NA,white,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,never_married,no,TRUE,70000
79961,both interview and exam,female,6,NA,white,2,83,NA,NA,TRUE,TRUE,NA,1,NA,NA,NA,TRUE,100000
79962,both interview and exam,male,24,NA,white,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,living_with_partner,NA,TRUE,NA
79963,both interview and exam,male,25,NA,black,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,3,never_married,NA,TRUE,87500
79964,both interview and exam,female,10,NA,mexican american,2,130,NA,NA,TRUE,TRUE,NA,5,NA,NA,NA,TRUE,22500
79965,both interview and exam,female,50,NA,white,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,5,married,NA,TRUE,100000
79966,both interview and exam,male,0,8,other,1,9,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,87500
79967,both interview and exam,female,52,NA,white,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,5,divorced,NA,TRUE,22500
79968,both interview and exam,female,8,NA,white,2,101,NA,NA,TRUE,TRUE,NA,2,NA,NA,NA,TRUE,50000
79969,both interview and exam,female,52,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,living_with_partner,NA,TRUE,70000
79970,both interview and exam,male,71,NA,black,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,3,divorced,NA,TRUE,12500
79971,both interview and exam,female,4,NA,white,2,56,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,100000
79972,both interview and exam,female,34,NA,asian,1,NA,FALSE,NA,FALSE,FALSE,35,NA,4,never_married,no,TRUE,40000
79973,both interview and exam,female,17,NA,asian,2,212,FALSE,NA,FALSE,FALSE,7.5,11,NA,NA,NA,TRUE,NA
79974,both interview and exam,female,55,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,3,married,NA,TRUE,30000
79975,both interview and exam,male,1,20,other hispanic,1,21,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,60000
79976,both interview and exam,male,1,22,other,2,22,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,100000
79977,both interview and exam,male,74,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,5,divorced,NA,TRUE,87500
79978,both interview and exam,female,37,NA,black,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,3,divorced,no,TRUE,40000
79979,both interview and exam,male,80,NA,mexican american,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,1,widowed,NA,TRUE,30000
79980,both interview and exam,male,47,NA,white,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,3,separated,NA,TRUE,22500
79981,both interview and exam,male,1,23,black,2,24,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,40000
79982,both interview and exam,male,45,NA,other hispanic,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,3,living_with_partner,NA,TRUE,40000
79983,both interview and exam,female,0,5,other,2,5,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,30000
79984,both interview and exam,female,4,NA,mexican american,1,57,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,FALSE,22500
79985,both interview and exam,male,36,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,5,divorced,NA,TRUE,100000
79986,both interview and exam,male,2,NA,white,2,30,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,40000
79987,both interview and exam,female,66,NA,other hispanic,1,NA,FALSE,NA,FALSE,TRUE,25,NA,1,divorced,NA,FALSE,7500
79988,both interview and exam,male,57,NA,black,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,3,divorced,NA,TRUE,7500
79989,both interview and exam,female,42,NA,mexican american,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,married,no,TRUE,60000
79990,both interview and exam,male,5,NA,black,2,70,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,22500
79991,both interview and exam,male,10,NA,white,2,128,NA,NA,TRUE,TRUE,NA,4,NA,NA,NA,TRUE,100000
79992,both interview and exam,male,33,NA,white,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,3,married,NA,TRUE,70000
79993,both interview and exam,female,15,NA,black,2,185,NA,NA,TRUE,TRUE,NA,8,NA,NA,NA,TRUE,22500
79994,both interview and exam,male,19,NA,mexican american,1,234,FALSE,NA,FALSE,FALSE,NA,12,NA,NA,NA,TRUE,22500
79995,both interview and exam,female,15,NA,other,2,184,NA,NA,TRUE,TRUE,NA,8,NA,NA,NA,TRUE,100000
79996,both interview and exam,male,22,NA,white,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,5,never_married,NA,TRUE,100000
79997,both interview and exam,female,11,NA,mexican american,2,143,NA,NA,TRUE,TRUE,NA,6,NA,NA,NA,TRUE,30000
79998,both interview and exam,female,43,NA,mexican american,2,NA,FALSE,NA,FALSE,TRUE,35,NA,2,married,no,TRUE,40000
79999,both interview and exam,female,49,NA,asian,2,NA,FALSE,NA,FALSE,FALSE,7.5,NA,3,married,NA,TRUE,40000
80000,both interview and exam,female,26,NA,black,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,never_married,no,TRUE,7500
80001,both interview and exam,female,17,NA,black,1,214,FALSE,NA,TRUE,TRUE,NA,13,NA,NA,NA,TRUE,60000
80002,both interview and exam,male,55,NA,white,1,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,3,married,NA,TRUE,50000
80003,both interview and exam,female,9,NA,asian,1,111,NA,NA,TRUE,TRUE,NA,3,NA,NA,NA,TRUE,50000
80004,both interview and exam,male,17,NA,white,2,205,FALSE,NA,TRUE,TRUE,NA,11,NA,NA,NA,TRUE,40000
80005,both interview and exam,female,40,NA,other hispanic,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,3,never_married,no,TRUE,17500
80006,both interview and exam,male,47,NA,black,1,NA,FALSE,NA,FALSE,FALSE,25,NA,5,divorced,NA,TRUE,60000
80007,both interview and exam,male,73,NA,black,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,2,married,NA,TRUE,7500
80008,both interview and exam,female,67,NA,other hispanic,1,NA,FALSE,NA,FALSE,TRUE,NA,NA,1,widowed,NA,FALSE,NA
80009,both interview and exam,female,42,NA,white,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,5,married,no,TRUE,70000
80010,both interview and exam,male,39,NA,black,1,NA,TRUE,FALSE,TRUE,TRUE,NA,NA,5,married,NA,TRUE,100000
80011,both interview and exam,female,2,NA,white,1,28,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,NA
80012,both interview and exam,male,1,19,other,2,19,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,17500
80013,both interview and exam,female,62,NA,mexican american,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,married,NA,TRUE,70000
80014,both interview and exam,male,80,NA,white,1,NA,TRUE,FALSE,TRUE,TRUE,NA,NA,5,married,NA,TRUE,100000
80015,both interview and exam,male,48,NA,white,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,5,married,NA,TRUE,100000
80016,both interview and exam,male,40,NA,mexican american,1,NA,FALSE,NA,FALSE,FALSE,12.5,NA,3,living_with_partner,NA,FALSE,22500
80017,both interview and exam,male,28,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,married,NA,TRUE,22500
80018,both interview and exam,male,10,NA,other,2,132,NA,NA,TRUE,TRUE,NA,4,NA,NA,NA,TRUE,12500
80019,both interview and exam,male,44,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,2,divorced,NA,TRUE,22500
80020,both interview and exam,female,31,NA,black,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,2,never_married,no,TRUE,50000
80021,both interview and exam,female,16,NA,other,1,200,NA,NA,TRUE,TRUE,NA,10,NA,NA,NA,TRUE,NA
80022,both interview and exam,male,21,NA,mexican american,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,3,never_married,NA,TRUE,22500
80023,both interview and exam,female,80,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,married,NA,TRUE,50000
80024,both interview and exam,female,48,NA,mexican american,2,NA,FALSE,NA,FALSE,FALSE,45,NA,2,married,NA,TRUE,40000
80025,both interview and exam,female,25,NA,white,1,NA,FALSE,NA,FALSE,FALSE,3,NA,5,married,no,TRUE,22500
80026,both interview and exam,female,55,NA,white,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,5,married,NA,TRUE,70000
80027,both interview and exam,female,32,NA,mexican american,1,NA,FALSE,NA,FALSE,FALSE,12.5,NA,3,never_married,no,FALSE,70000
80028,interview only,female,54,NA,white,NA,NA,FALSE,NA,TRUE,TRUE,NA,NA,5,married,NA,TRUE,100000
80029,both interview and exam,male,7,NA,white,1,89,NA,NA,TRUE,TRUE,NA,0,NA,NA,NA,TRUE,100000
80030,both interview and exam,male,63,NA,asian,2,NA,FALSE,NA,FALSE,FALSE,35,NA,5,married,NA,TRUE,100000
80031,both interview and exam,male,33,NA,black,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,2,married,NA,TRUE,30000
80032,both interview and exam,male,11,NA,other hispanic,1,140,NA,NA,TRUE,TRUE,NA,5,NA,NA,NA,TRUE,100000
80033,both interview and exam,male,41,NA,white,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,2,married,NA,TRUE,30000
80034,both interview and exam,female,39,NA,white,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,3,separated,no,TRUE,40000
80035,both interview and exam,male,4,NA,white,2,51,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,40000
80036,both interview and exam,female,16,NA,other hispanic,1,200,NA,NA,TRUE,TRUE,NA,10,NA,NA,NA,TRUE,22500
80037,both interview and exam,male,64,NA,mexican american,1,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,3,married,NA,TRUE,60000
80038,both interview and exam,male,38,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,1,married,NA,TRUE,NA
80039,both interview and exam,male,3,NA,asian,2,39,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,NA
80040,both interview and exam,female,70,NA,black,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,5,widowed,NA,TRUE,7500
80041,both interview and exam,female,42,NA,mexican american,1,NA,FALSE,NA,FALSE,FALSE,12.5,NA,4,married,no,TRUE,22500
80042,both interview and exam,female,10,NA,white,2,121,NA,NA,TRUE,TRUE,NA,4,NA,NA,NA,TRUE,NA
80043,both interview and exam,female,38,NA,white,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,never_married,no,TRUE,22500
80044,both interview and exam,male,77,NA,white,2,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,2,married,NA,TRUE,100000
80045,both interview and exam,male,3,NA,black,1,45,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,87500
80046,both interview and exam,female,1,13,mexican american,1,14,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,FALSE,17500
80047,both interview and exam,female,22,NA,mexican american,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,never_married,no,TRUE,30000
80048,both interview and exam,male,24,NA,white,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,never_married,NA,TRUE,100000
80049,both interview and exam,female,59,NA,white,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,5,married,NA,TRUE,100000
80050,both interview and exam,male,8,NA,white,1,104,NA,NA,TRUE,TRUE,NA,2,NA,NA,NA,TRUE,100000
80051,both interview and exam,female,33,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,5,married,no,TRUE,100000
80052,both interview and exam,female,62,NA,other,2,NA,FALSE,NA,FALSE,FALSE,7.5,NA,4,never_married,NA,FALSE,NA
80053,both interview and exam,male,16,NA,black,2,198,NA,NA,TRUE,TRUE,NA,9,NA,NA,NA,TRUE,30000
80054,both interview and exam,male,13,NA,other hispanic,1,161,NA,NA,TRUE,TRUE,NA,7,NA,NA,NA,TRUE,30000
80055,both interview and exam,female,44,NA,other hispanic,1,NA,FALSE,NA,FALSE,FALSE,3,NA,2,married,no,FALSE,50000
80056,both interview and exam,female,41,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,2,married,no,TRUE,70000
80057,both interview and exam,female,34,NA,white,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,5,married,no,TRUE,87500
80058,both interview and exam,male,39,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,2,divorced,NA,TRUE,17500
80059,both interview and exam,female,47,NA,asian,1,NA,FALSE,NA,FALSE,FALSE,12.5,NA,5,married,NA,TRUE,22500
80060,both interview and exam,female,42,NA,mexican american,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,5,married,no,TRUE,100000
80061,both interview and exam,female,50,NA,black,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,living_with_partner,NA,TRUE,100000
80062,both interview and exam,male,34,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,married,NA,TRUE,30000
80063,both interview and exam,male,80,NA,black,1,NA,TRUE,FALSE,TRUE,TRUE,NA,NA,4,married,NA,TRUE,60000
80064,both interview and exam,male,32,NA,asian,1,NA,FALSE,NA,FALSE,TRUE,25,NA,5,married,NA,TRUE,22500
80065,both interview and exam,male,2,NA,mexican american,2,34,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,30000
80066,both interview and exam,female,60,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,5,never_married,NA,TRUE,87500
80067,both interview and exam,male,65,NA,other hispanic,2,NA,FALSE,NA,FALSE,TRUE,25,NA,4,divorced,NA,FALSE,2500
80068,both interview and exam,female,9,NA,asian,1,120,NA,NA,TRUE,TRUE,NA,3,NA,NA,NA,TRUE,22500
80069,both interview and exam,male,10,NA,black,2,123,NA,NA,TRUE,TRUE,NA,4,NA,NA,NA,TRUE,40000
80070,both interview and exam,female,1,17,white,2,17,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,100000
80071,interview only,female,66,NA,black,NA,NA,FALSE,NA,TRUE,TRUE,NA,NA,2,divorced,NA,TRUE,12500
80072,both interview and exam,female,80,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,2,divorced,NA,TRUE,22500
80073,both interview and exam,female,57,NA,asian,1,NA,FALSE,NA,FALSE,FALSE,12.5,NA,5,married,NA,TRUE,50000
80074,both interview and exam,female,10,NA,mexican american,1,128,NA,NA,TRUE,TRUE,NA,4,NA,NA,NA,FALSE,40000
80075,both interview and exam,male,32,NA,asian,2,NA,FALSE,NA,FALSE,FALSE,12.5,NA,5,married,NA,TRUE,100000
80076,both interview and exam,female,2,NA,other hispanic,1,32,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,17500
80077,both interview and exam,female,12,NA,white,1,145,NA,NA,TRUE,TRUE,NA,5,NA,NA,NA,TRUE,100000
80078,both interview and exam,male,80,NA,asian,1,NA,FALSE,NA,FALSE,TRUE,NA,NA,1,widowed,NA,TRUE,12500
80079,both interview and exam,male,26,NA,white,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,married,NA,TRUE,NA
80080,both interview and exam,female,70,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,5,married,NA,TRUE,100000
80081,both interview and exam,female,1,17,mexican american,1,18,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,87500
80082,both interview and exam,female,79,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,5,divorced,NA,TRUE,50000
80083,both interview and exam,male,41,NA,mexican american,2,NA,FALSE,NA,FALSE,FALSE,17.5,NA,2,married,NA,FALSE,30000
80084,both interview and exam,female,80,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,3,widowed,NA,TRUE,40000
80085,both interview and exam,male,7,NA,black,2,95,NA,NA,TRUE,TRUE,NA,2,NA,NA,NA,TRUE,30000
80086,both interview and exam,female,0,1,other hispanic,1,2,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,40000
80087,both interview and exam,female,30,NA,black,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,living_with_partner,no,TRUE,100000
80088,both interview and exam,male,22,NA,mexican american,1,NA,FALSE,NA,FALSE,FALSE,17.5,NA,3,never_married,NA,TRUE,12500
80089,both interview and exam,female,51,NA,other hispanic,1,NA,FALSE,NA,FALSE,TRUE,25,NA,2,never_married,NA,TRUE,12500
80090,both interview and exam,female,0,8,white,2,9,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,100000
80091,both interview and exam,male,65,NA,mexican american,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,2,married,NA,TRUE,50000
80092,both interview and exam,female,65,NA,asian,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,married,NA,TRUE,50000
80093,both interview and exam,female,8,NA,asian,2,104,NA,NA,FALSE,FALSE,3,2,NA,NA,NA,TRUE,100000
80094,both interview and exam,female,69,NA,asian,1,NA,FALSE,NA,FALSE,TRUE,35,NA,2,married,NA,TRUE,60000
80095,both interview and exam,female,24,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,5,never_married,no,TRUE,100000
80096,both interview and exam,female,57,NA,other hispanic,1,NA,FALSE,NA,FALSE,TRUE,25,NA,1,married,NA,FALSE,NA
80097,both interview and exam,male,48,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,3,married,NA,TRUE,100000
80098,both interview and exam,male,15,NA,mexican american,2,185,NA,NA,TRUE,TRUE,NA,9,NA,NA,NA,TRUE,40000
80099,both interview and exam,male,80,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,widowed,NA,TRUE,70000
80100,both interview and exam,male,30,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,married,NA,TRUE,87500
80101,both interview and exam,male,29,NA,other,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,5,never_married,NA,TRUE,70000
80102,both interview and exam,female,57,NA,black,1,NA,FALSE,NA,FALSE,TRUE,17.5,NA,4,separated,NA,TRUE,40000
80103,both interview and exam,male,53,NA,black,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,divorced,NA,TRUE,87500
80104,both interview and exam,male,11,NA,mexican american,1,138,NA,NA,FALSE,FALSE,NA,3,NA,NA,NA,FALSE,30000
80105,both interview and exam,male,62,NA,black,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,5,living_with_partner,NA,TRUE,30000
80106,both interview and exam,female,19,NA,mexican american,1,238,FALSE,NA,TRUE,TRUE,NA,13,NA,NA,NA,TRUE,30000
80107,both interview and exam,female,44,NA,white,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,5,married,no,TRUE,100000
80108,both interview and exam,female,4,NA,other hispanic,2,55,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,FALSE,22500
80109,both interview and exam,female,33,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,5,married,yes,TRUE,87500
80110,both interview and exam,female,20,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,never_married,no,TRUE,100000
80111,both interview and exam,female,18,NA,black,2,228,FALSE,NA,FALSE,TRUE,12.5,13,NA,NA,NA,TRUE,NA
80112,both interview and exam,male,60,NA,black,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,5,married,NA,TRUE,NA
80113,both interview and exam,male,1,16,white,2,16,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,12500
80114,both interview and exam,female,60,NA,black,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,never_married,NA,TRUE,12500
80115,both interview and exam,male,80,NA,black,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,married,NA,TRUE,22500
80116,interview only,female,61,NA,black,NA,NA,FALSE,NA,FALSE,FALSE,17.5,NA,2,separated,NA,TRUE,2500
80117,both interview and exam,male,0,0,black,2,1,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,50000
80118,both interview and exam,female,8,NA,white,2,102,NA,NA,TRUE,TRUE,NA,1,NA,NA,NA,TRUE,50000
80119,both interview and exam,female,80,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,5,divorced,NA,TRUE,70000
80120,both interview and exam,female,65,NA,white,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,3,divorced,NA,TRUE,12500
80121,both interview and exam,male,68,NA,asian,1,NA,FALSE,NA,FALSE,TRUE,25,NA,2,married,NA,TRUE,NA
80122,both interview and exam,female,56,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,5,divorced,NA,TRUE,12500
80123,both interview and exam,male,71,NA,black,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,3,married,NA,TRUE,60000
80124,both interview and exam,male,70,NA,white,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,3,divorced,NA,TRUE,12500
80125,both interview and exam,female,40,NA,black,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,3,never_married,unable to ascertain,TRUE,22500
80126,both interview and exam,male,37,NA,white,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,3,divorced,NA,TRUE,22500
80127,both interview and exam,male,57,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,5,married,NA,TRUE,100000
80128,both interview and exam,female,22,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,2,never_married,no,TRUE,22500
80129,both interview and exam,male,76,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,married,NA,TRUE,87500
80130,both interview and exam,male,51,NA,other,2,NA,FALSE,NA,FALSE,TRUE,7.5,NA,5,married,NA,TRUE,100000
80131,both interview and exam,female,34,NA,white,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,2,never_married,no,TRUE,7500
80132,both interview and exam,male,37,NA,asian,2,NA,FALSE,NA,FALSE,FALSE,7.5,NA,5,never_married,NA,TRUE,NA
80133,both interview and exam,male,80,NA,black,2,NA,TRUE,FALSE,FALSE,TRUE,55,NA,5,married,NA,TRUE,100000
80134,both interview and exam,female,18,NA,mexican american,2,223,FALSE,NA,TRUE,TRUE,NA,9,NA,NA,NA,FALSE,30000
80135,interview only,female,22,NA,white,NA,NA,FALSE,NA,TRUE,TRUE,NA,NA,NA,never_married,unable to ascertain,TRUE,NA
80136,both interview and exam,male,65,NA,mexican american,1,NA,FALSE,NA,FALSE,TRUE,25,NA,3,married,NA,FALSE,22500
80137,both interview and exam,male,30,NA,asian,2,NA,FALSE,NA,FALSE,TRUE,7.5,NA,3,married,NA,TRUE,40000
80138,both interview and exam,female,55,NA,white,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,divorced,NA,TRUE,30000
80139,both interview and exam,female,39,NA,other hispanic,1,NA,FALSE,NA,FALSE,FALSE,17.5,NA,4,divorced,no,TRUE,50000
80140,both interview and exam,female,29,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,married,no,TRUE,50000
80141,both interview and exam,male,16,NA,black,1,204,NA,NA,TRUE,TRUE,NA,11,NA,NA,NA,TRUE,40000
80142,both interview and exam,male,3,NA,white,1,38,NA,NA,FALSE,TRUE,3,NA,NA,NA,NA,TRUE,100000
80143,both interview and exam,male,27,NA,white,2,NA,FALSE,NA,FALSE,TRUE,25,NA,5,never_married,NA,TRUE,NA
